"","Enterprise.Value","EBIT","Earnings.before.Tax","Operating.Cash.Flow","EBITDA","Net.Income.Com","Net.Income","Consolidated.Income","Free.Cash.Flow","Gross.Profit","Income.Tax.Expense","Financing.Cash.Flow","Issuance..buybacks..of.shares","Dividend.payments","Stock.based.compensation","Operating.Expenses","Total.shareholders.equity","Revenue","Depreciation...Amortization","Feature.1","Feature.2","Feature.3","Feature.4"
"414",1.0698e+11,3.262e+09,3.262e+09,4.543e+09,5.529e+09,2.938e+09,2.938e+09,2.938e+09,3.835e+09,1.0857e+10,3.24e+08,-2.237e+09,-3.64e+08,-2.66e+08,1.81e+08,7.074e+09,2.7586e+10,2.4358e+10,2.267e+09,0.3808995187,-0.3814022839,0.6649056673,-0.5794324875
"415",13696707213,670800000,596800000,996700000,931100000,397500000,397500000,397500000,729300000,3848500000,199300000,-249900000,165700000,-384100000,81300000,3177700000,3244600000,5.88e+09,260300000,-0.2341239303,-0.4520050287,0.4131925404,-1.02505374
"416",6755724645,1.85e+08,1.73e+08,4.05e+08,3.01e+08,1.13e+08,1.13e+08,1.13e+08,3.44e+08,1.529e+09,6e+07,-3.58e+08,-9.4e+07,0,1.18e+08,1.346e+09,1.471e+09,1.615e+09,1.16e+08,4.375810146,-0.5646540523,-1.464242816,-2.030646801
"417",20792041719,2453400000,2453400000,1619900000,2612900000,1837500000,1837500000,1768700000,1451400000,5372600000,615900000,-1239500000,-1015600000,-694300000,197100000,3011200000,6124300000,5372600000,159500000,0.3188422918,-0.2837303281,0.3287250102,-0.9649624228
"418",33925715779,3.313e+09,2.961e+09,4.38e+09,3.313e+09,2.523e+09,2.523e+09,2.523e+09,4.38e+09,1.1991e+10,4.38e+08,-2.012e+09,-1.189e+09,-8.14e+08,0,8.678e+09,2.2894e+10,3.0282e+10,0,0.7975921631,0.01049958635,0.4996129274,-0.6767386794
"419",10539325426,701737000,683385000,694394000,879088000,532357000,532357000,532357000,418080000,2702528000,151028000,-440929000,-271500000,-147087000,28921000,2000791000,1561820000,7911046000,177351000,-1.309274316,0.6825384498,0.5556463599,-1.348307967
"420",31137996978,3.092e+09,2.742e+09,2.963e+09,4.035e+09,3.024e+09,3.024e+09,3.027e+09,1.763e+09,5.096e+09,-2.82e+08,-1.102e+09,-3.25e+08,-4.31e+08,6.9e+07,2.064e+09,1.2803e+10,4.0052e+10,9.43e+08,1.281803012,-0.3904393911,0.1774069965,-0.8602308631
"421",91606335991,6.811e+09,6.686e+09,7.189e+09,7.765e+09,5.58e+09,5.58e+09,5.58e+09,6.058e+09,1.0277e+10,1.106e+09,-6.329e+09,-4.727e+09,-2.555e+09,2.32e+08,3.564e+09,8.994e+09,1.5784e+10,9.54e+08,1.140792966,-0.965678215,0.6006076336,-0.3306194842
"422",13850799017,1.55e+09,1.384e+09,1.125e+09,1.979e+09,1.222e+09,1.222e+09,1.222e+09,7.56e+08,2.378e+09,1.62e+08,-1.738e+09,-1.709e+09,-2e+07,0,1.272e+09,5.192e+09,1.3972e+10,4.29e+08,1.866253257,-0.2598569989,0.9529028535,0.1455261707
"423",52925693519.2237,3413106089.17197,-6.8e+07,628230000,4790731578.7234,-8e+06,2420234570.21277,2453998002.12766,2844743855.62633,2.334e+09,5.8e+07,-189868000,-1441451666.66667,-996305764.453961,209458382.165605,6615535460.72187,2.017e+09,5.193e+09,181768000,0.1435476989,-0.5309732556,0.8656690121,-0.3843332231
"424",8094065235,-33286000,-66854000,628230000,148482000,-46302000,-46302000,-46302000,469130000,2340471000,-20552000,-189868000,2580000,0,41783000,2365488000,2016871000,5193185000,181768000,0.3688759506,-0.7207173109,0.4866528809,-0.7204582691
"425",38545445217,3.387e+09,2.658e+09,6.181e+09,5.627e+09,2.129e+09,2.129e+09,2.129e+09,2.004e+09,2.4836e+10,5.29e+08,-1.41e+09,-1.235e+09,0,0,2.1544e+10,1.0042e+10,4.1303e+10,2.24e+09,0.06185746565,0.4380378425,-0.05610832945,-1.562745571
"426",52925693519.2237,337962000,203794000,560676000,773641000,199238000,203106000,221542000,293229000,743869000,688000,-260067000,279837000,-342241000,14244000,389151000,2905625000,1046859000,435679000,1.638804674,-0.6785496473,0.5323607326,-0.3373745382
"427",14676654964,1171303000,1016347000,1340893000,1624379000,779705000,779705000,797883000,675931000,10772278000,236642000,-492202000,-387229000,-37342000,66581000,9597016000,5389262000,10772278000,453076000,0.02254756726,-0.6788974404,1.335202694,0.1548091769
"428",12593323720,786859000,786859000,779366000,1039572000,555234000,555234000,555234000,338652000,2096809000,231625000,-356217000,-355634000,0,24399000,1311518000,1774217000,5884506000,252713000,0.0792613551,-0.7599244714,1.260900021,0.06490776688
"429",2.5886e+11,1.6948e+10,1.5548e+10,1.5713e+10,1.9376e+10,1.1986e+10,1.1986e+10,1.2382e+10,1.365e+10,5.3846e+10,3.562e+09,-4.365e+09,-3.662e+09,-3.32e+09,6.38e+08,3.6502e+10,5.1696e+10,2.26247e+11,2.428e+09,0.3084335327,-0.2098989636,0.2809276879,-1.048039317
"430",8336030724,795100000,627800000,1536500000,896500000,523400000,523400000,523400000,1392400000,3578100000,104400000,-589800000,-351600000,-215600000,0,2.783e+09,8621800000,11598500000,101400000,-0.5420117974,-0.04425188527,1.101648688,-0.3882190883
"431",1.22904e+11,8.611e+09,7.741e+09,8.686e+09,1.0802e+10,5.966e+09,5.966e+09,5.966e+09,5.249e+09,1.6786e+10,1.775e+09,-5.222e+09,-8.225e+09,-2.299e+09,0,8.269e+09,2.0423e+10,2.2832e+10,2.191e+09,0.4664563239,-1.347003818,0.9165740013,-0.1525219977
"432",1.01501e+11,6.624e+09,6.019e+09,1.2711e+10,8.831e+09,4.791e+09,4.791e+09,4.791e+09,6.465e+09,6.6702e+10,1.228e+09,-5.692e+09,-7.71e+08,-3.011e+09,6.34e+08,5.9678e+10,3.021e+09,7.1861e+10,2.207e+09,3.313294888,0.1195532158,-0.4526656568,-1.146093249
"433",20019451834,1.957e+09,1.476e+09,2.853e+09,3.628e+09,1.096e+09,1.096e+09,1.096e+09,1.249e+09,3.364e+09,3.8e+08,1.397e+09,-8.15e+08,0,1.02e+08,1.413e+09,3.403e+09,8.047e+09,1.671e+09,3.409694672,1.200820446,0.5931521058,-0.1031413451
"434",1.07881e+11,8.65e+09,8.65e+09,1.0564e+10,9.117e+09,6.784e+09,7.096e+09,7.124e+09,1.0564e+10,2.1142e+10,1.554e+09,3.61e+08,-2.736e+09,-2.092e+09,0,1.2464e+10,5.1029e+10,2.1142e+10,4.67e+08,0.5788877606,-0.4863298237,0.9188151956,-0.1979991049
"435",1.24674e+11,8.933e+09,7.895e+09,6.322e+09,1.1366e+10,5.269e+09,5.269e+09,5.269e+09,4.42e+09,1.6516e+10,2.626e+09,7.965e+09,-2.89e+08,-2.17e+09,2.51e+08,9.528e+09,3.8446e+10,6.6501e+10,2.433e+09,2.719465017,-0.1124175563,-0.5402755141,-1.392592669
"436",3.10175e+11,1.3418e+10,1.2806e+10,1.2941e+10,1.4031e+10,1.0301e+10,1.0301e+10,1.0301e+10,1.2237e+10,1.7439e+10,2.505e+09,-1.079e+10,-7.028e+09,-1.918e+09,3.27e+08,4.485e+09,3.4006e+10,2.0609e+10,6.13e+08,1.705225945,0.6427143216,-0.2963091135,-1.423020601
"437",9742108541,458500000,451700000,454900000,531200000,149900000,149900000,150300000,407200000,1273600000,301800000,-4.87e+08,-121200000,0,45900000,8.32e+08,1584400000,2919100000,72700000,-1.030297399,-0.3924239576,1.428741097,-0.1325277239
"438",30375776065,1412184000,1.177e+09,-2.43e+08,1656267000,1.011e+09,1074106000,1074106000,1260502000,6.156e+09,-1.32e+08,4.07e+08,-1110463000,-684679000,67762000,4453207000,3.688e+09,1.2182e+10,7.2e+07,-0.2323474586,-0.04967576638,0.7037312984,-0.7286035419
"439",21601964726,2.548e+09,1.988e+09,1.822e+09,2.761e+09,1.719e+09,1.719e+09,1.759e+09,1.644e+09,6.064e+09,2.69e+08,-1.41e+09,2e+06,-3.22e+08,5.7e+07,3.516e+09,7.407e+09,1.2943e+10,2.13e+08,0.7537608147,0.01559034083,0.3515768647,-0.8493332267
"440",37937388903,4.471e+09,4.001e+09,4.371e+09,6.54e+09,3.122e+09,3.122e+09,3.353e+09,2.299e+09,5.594e+09,8.79e+08,-3.168e+09,-1.708e+09,-1.369e+09,0,1.022e+09,2.1667e+10,1.17033e+11,2.069e+09,4.160615921,0.9442401528,0.1262868941,-0.4471801519
"441",15914300221,759231000,621254000,832777000,1105477000,515805000,515805000,515805000,385899000,1100945000,105449000,-265128000,-133983000,-148109000,25215000,353232000,5202903000,4382869000,346246000,0.5439997315,-0.695951283,0.3777650893,-0.7923439741
"442",20923144112,835536000,487587000,802641000,1308321000,384832000,449954000,422603000,-282717000,1200242000,37633000,-1122826000,-5660000,-479348000,0,371250000,4465231000,2163720000,472785000,0.9697961211,-0.1124632061,0.4693422318,-0.6263645887
"443",20533980175,849400000,719700000,934400000,1145500000,598700000,598700000,598700000,703400000,1508900000,1.21e+08,-669800000,-351300000,0,38500000,674800000,2070600000,2395100000,296100000,2.551368952,-0.5747044683,-0.1401482522,-0.845913887
"444",18441921357,844361000,729516000,697767000,892728000,582489000,582489000,582489000,660760000,1022835000,147027000,-1875325000,-625316000,0,52504000,255443000,-1385474000,1214969000,48367000,3.884255409,1.167427659,-0.09649953246,-0.7845245004
"445",39761829980,644153000,610034000,1270286000,716573000,2096896000,2096896000,2087103000,1174762000,2638058000,-1486862000,-71219000,-60750000,0,325047000,2002908000,4435203000,3047597000,72420000,-1.666387796,1.146901965,-0.2980971634,-2.521653414
"446",31487681117,812011000,369514000,1381467000,1731650000,409467000,409467000,415981000,1006618000,2054512000,-39953000,-1761937000,0,-1127143000,29963000,1168936000,10215857000,3745810000,919639000,3.506557941,-0.2428487241,-0.6612870693,-1.291627407
"447",3.4262e+11,2.3945e+10,1.9112e+10,3.4339e+10,4.1348e+10,1.5528e+10,1.5528e+10,1.6039e+10,1.7681e+10,7.5355e+10,3.584e+09,-1.5377e+10,0,-9.772e+09,0,5.3077e+10,5.3145e+10,1.30863e+11,1.7403e+10,0.3635908067,-0.01718296297,0.2406849712,-1.11512208
"448",13702556078,730787000,682146000,604446000,839195000,593794000,593794000,593794000,508367000,1427365000,88352000,-2119522000,-1262677000,0,37541000,735385000,1567258000,2419929000,108408000,-0.745233357,-1.274702907,0.84920156,-0.5837681293
"449",81651754516,6.638e+09,6.022e+09,8.263e+09,8.408e+09,5.024e+09,5.024e+09,5.031e+09,6.896e+09,3.0792e+10,9.98e+08,-5.295e+09,-5.054e+09,-1.739e+09,1.3e+08,2.4503e+10,2.6007e+10,1.31537e+11,1.77e+09,1.507190704,-0.8249416351,0.4651164114,-0.3962559104
"450",29331327942,2.761e+09,2.085e+09,4.205e+09,4.817e+09,6.75e+08,6.75e+08,6.75e+08,3.396e+09,7.705e+09,1.41e+09,-3.9e+09,-3.71e+08,-5.93e+08,3.77e+08,4.088e+09,1.1531e+10,2.0647e+10,2.056e+09,1.479498267,-2.170402527,1.052912235,0.368588239
"451",33567934292,1675400000,1230300000,2445500000,2521200000,1059300000,1060500000,1060500000,329800000,2314200000,169800000,26400000,-43300000,-697300000,0,845800000,9788900000,7679500000,845800000,2.480204344,-0.7687321901,0.1734633595,-0.534948349
"452",3.78454e+11,2.8055e+10,2.8055e+10,3.6073e+10,3.3648e+10,2.0689e+10,2.2393e+10,2.2876e+10,3.6073e+10,8.4664e+10,5.662e+09,-7.0979e+10,-2.0001e+10,-9.314e+09,2.255e+09,5.6126e+10,1.96166e+11,8.4664e+10,5.593e+09,0.02127387933,0.2591671348,0.6764002442,-0.7314825654
"453",11348190349,1.47e+08,-4.5e+07,1.229e+09,7.92e+08,-1.83e+08,-1.83e+08,-1.59e+08,6.39e+08,3.537e+09,1.38e+08,-5.18e+08,-1.136e+09,-3.06e+08,0,3.258e+09,2.291e+09,2.1037e+10,6.45e+08,-0.9739032388,0.3131621778,1.005470037,-0.6914280653
"454",23274470785,1.039e+09,8.31e+08,1.288e+09,1.786e+09,6.95e+08,6.95e+08,7.15e+08,9.66e+08,8.513e+09,1.36e+08,-9.03e+08,-5.57e+08,-3.06e+08,5e+07,7.704e+09,9.852e+09,8.513e+09,7.47e+08,1.276426435,-0.3597255945,0.5995192528,-0.3774057627
"455",47609621933,2.752e+09,2.378e+09,3.57e+09,4.229e+09,1.925e+09,1.925e+09,1.923e+09,1.876e+09,5.665e+09,4.53e+08,-1.508e+09,-9.52e+08,-8.02e+08,8.9e+07,2.876e+09,6.275e+09,1.4914e+10,1.477e+09,-0.1883551031,-0.5068430305,0.7835117579,-0.559800446
"456",48938451784,1.143e+09,-1.7e+07,3.293e+09,2.868e+09,-1.56e+08,-1.55e+08,1.93e+08,4.41e+08,4.335e+09,1.38e+08,-1.299e+09,1.5e+07,-1.386e+09,5.5e+07,3.567e+09,1.466e+10,8.686e+09,1.725e+09,2.08659029,-0.346179992,-0.2782025337,-1.157209992
"457",3.55521e+11,1.6792e+10,1.4462e+10,2.8337e+10,2.7321e+10,9.862e+09,9.862e+09,1.0523e+10,1.8664e+10,1.26947e+11,4.6e+09,-1.9875e+10,-8.296e+09,-6.124e+09,0,1.0651e+11,7.7869e+10,5.00343e+11,1.0529e+10,1.292762637,-0.4887374938,0.1656295806,-0.8639367819
"458",19452420566,1325400000,1031600000,1931200000,2577600000,1906100000,1906100000,1909300000,962500000,3.362e+09,-874500000,-755100000,-168500000,-440900000,66800000,2174800000,11469400000,16285100000,1252200000,2.135466814,-0.1426852942,0.0654938966,-0.7773218155
"459",10014589365,1.141e+09,991400000,821300000,1405700000,851900000,851900000,851900000,632600000,2289100000,139500000,-357200000,-402300000,-341700000,0,1.167e+09,-309800000,5589900000,264700000,2.87806201,-0.6245114803,-0.2993275523,-1.009983659
"460",22436512590,1.182e+09,8.07e+08,1.112e+09,1.668e+09,7.48e+08,7.48e+08,7.48e+08,6.85e+08,1.81e+09,5.9e+07,-1.162e+09,-3.14e+08,-9.95e+08,4.2e+07,4.16e+08,9.046e+09,7.476e+09,4.86e+08,0.9017532468,-0.2957417667,0.2542410791,-0.8766064644
"461",17959103815,456935000,75086000,961489000,1007531000,572430000,572430000,803084000,-640897000,2631385000,-497344000,-324257000,777667000,-569781000,35040000,1895841000,2034123000,6717660000,550596000,-0.9116461873,-0.01990867779,1.189997911,-0.3908854425
"462",6509760737,1090731000,1022507000,1550994000,1681204000,791851000,791851000,791851000,461604000,1087396000,230656000,-65244000,2241000,-55243000,22895000,126387000,3329786000,2339017000,590473000,-2.231323481,0.6178587079,1.480999589,-0.6076071858
"463",42520328011,2.142e+09,1.442e+09,3.122e+09,3.801e+09,1.261e+09,1.261e+09,1.261e+09,-8.35e+08,4.453e+09,1.81e+08,9.28e+08,2.29e+08,-7.3e+08,4.5e+07,2.488e+09,1.2222e+10,1.1537e+10,1.659e+09,2.941919327,-0.1468642056,-0.3376044333,-1.107517004
"464",15858499065,691379000,691379000,820027000,788133000,463981000,463981000,463981000,770109000,1723604000,227398000,-555637000,-426800000,-353053000,153815000,1037582000,2360353000,2467023000,96754000,1.863028526,-0.1564792842,-0.2916454077,-1.289926887
"465",3.23457e+11,3.1138e+10,3.0372e+10,3.6014e+10,4.9883e+10,2.084e+10,2.084e+10,2.1421e+10,1.644e+10,1.01377e+11,9.532e+09,-1.9446e+10,-6.26e+08,-1.3798e+10,0,6.9658e+10,1.91794e+11,2.90212e+11,1.8745e+10,0.09094146639,0.2390475124,0.5757363439,-0.8196459413
"466",10845748039,-921200000,-958500000,499800000,-590400000,-1.011e+09,-1.011e+09,-1010900000,326500000,2067800000,52500000,-249800000,-222300000,-78600000,2.1e+07,3025900000,5121100000,3986300000,330800000,0.03616871312,-0.5422404408,1.310366035,0.06625787169
"467",8854466290,6.18e+08,6.18e+08,1.14e+09,1.144e+09,3.61e+08,3.61e+08,3.74e+08,1.05e+09,3.927e+09,2.57e+08,-1.301e+09,-7e+08,-2.69e+08,5.7e+07,3.329e+09,5.005e+09,9.83e+09,5.26e+08,0.05689015612,-0.0898109749,0.8890216351,-0.3984006941
"468",14002654856,6.67e+08,5.85e+08,5.86e+08,9.28e+08,5.49e+08,5.49e+08,5.49e+08,3.49e+08,2.026e+09,3.6e+07,-4e+07,-5.2e+07,-1.52e+08,3e+07,1.372e+09,2.768e+09,5.207e+09,2.61e+08,-0.02901000157,-0.02540407144,0.6652444005,-0.6904166341
"469",38486783662,2.291e+09,1.839e+09,1.176e+09,2.428e+09,1.542e+09,1.542e+09,1.542e+09,9.42e+08,2.658e+09,2.97e+08,-2.62e+09,-2.39e+09,-4.62e+08,5e+07,3.62e+08,-7.926e+09,5.688e+09,1.37e+08,1.948260427,0.01827318035,0.09712327272,-0.9076075554
"470",29552322977,18300000,-2.71e+08,1747400000,1058800000,-379200000,-379200000,-379300000,1308400000,5.661e+09,108200000,-1302200000,107900000,-195200000,65500000,5627200000,11271300000,7932900000,1040500000,0.9655191302,-0.1719598025,0.4513438046,-0.661421001
"471",12354621341,1.143e+09,1.143e+09,1.176e+09,1.336e+09,8.5e+08,8.84e+08,8.84e+08,1.047e+09,2.821e+09,2.59e+08,1.596e+09,-6.64e+08,-2.36e+08,2.6e+07,1.678e+09,7.578e+09,2.821e+09,1.93e+08,0.3071025014,-0.2297615558,0.719428122,-0.5654020905
"472",45848768446,1.9e+09,1.694e+09,1.79e+09,2.208e+09,1.428e+09,1.428e+09,1.424e+09,1.452e+09,3.914e+09,2.66e+08,5.33e+08,-6.79e+08,-2.43e+08,5.3e+07,2.018e+09,2.185e+09,5.825e+09,3.08e+08,0.4004479349,-0.2329349965,0.6370436549,-0.6674464345
